song_id,file_id
17,1
28,2
10,3
29,4
30,5
31,6
32,7
33,8
34,9
35,10
36,11
37,12
42,13
43,14
44,15
45,16
53,17
54,18
55,19
56,20
57,21
58,22
39,23
59,24
60,26
61,27
62,28
63,29
64,30
65,31
66,32
67,33
68,34
69,36
70,37
73,38
74,39
75,40
77,42
78,43
94,44
95,45
96,46
97,47
98,48
104,49
105,50
109,51
110,52
111,53
118,54
119,55
122,56
123,57
124,58
129,59
130,60
131,61
132,62
133,63
135,64
139,65
140,66
141,67
142,68
143,69
145,70
146,71
147,72
148,73
149,74
150,75
151,76
152,77
153,78
154,79
155,80
156,81
157,82
158,83
159,84
160,85
161,86
163,87
164,88
165,89
166,90
167,91
168,92
169,93
170,94
171,95
172,96
173,97
174,98
175,99
177,100
178,101
179,102
180,103
181,104
182,105
183,106
184,107
185,108
186,109
187,110
188,111
189,112
190,113
191,114
192,115
193,116
194,117
195,118
196,119
197,120
198,121
199,122
200,123
201,124
202,125
203,126
204,127
205,128
213,135
214,136
215,137
216,138
217,139
218,140
219,141
220,142
221,143
222,144
236,145
237,146
238,147
247,148
248,149
249,150
250,151
251,152
252,153
253,154
254,155
255,156
256,157
257,158
258,159
10,160
259,161
260,162
261,163
262,164
263,165
264,166
265,167
266,168
267,169
268,170
269,171
270,172
271,173
272,174
273,175
274,176
275,177
276,178
277,179
278,180
279,181
280,182
281,183
282,184
283,185
284,186
285,187
286,188
287,189
288,190
289,191
290,192
291,193
292,194
293,195
294,196
295,197
296,198
297,199
298,200
299,201
300,202
301,203
302,204
303,205
304,206
305,207
306,208
307,209
308,210
309,211
310,212
311,213
312,214
313,215
314,216
315,217
316,218
317,219
318,220
319,221
320,222
321,223
322,224
323,225
324,226
325,227
326,228
327,229
328,230
329,231
330,232
331,233
332,234
333,235
334,236
335,237
336,238
337,239
338,240
339,241
340,242
341,243
342,244
343,245
344,246
345,247
346,248
347,249
348,250
349,251
350,252
351,253
352,254
353,255
354,256
355,257
356,258
357,259
358,260
359,261
360,262
361,263
362,264
363,265
364,266
365,267
366,268
367,269
368,270
369,271
370,272
371,273
372,274
373,275
374,276
375,277
376,278
377,279
378,280
379,281
380,282
381,283
382,284
383,285
384,286
385,287
386,288
387,289
388,290
389,291
390,292
391,293
392,294
393,295
394,296
395,297
396,298
397,299
398,300
399,301
400,302
401,303
402,304
403,305
404,306
405,307
406,308
407,309
408,310
409,311
410,312
411,313
412,314
413,315
414,316
415,317
416,318
417,319
418,320
419,321
420,322
421,323
422,324
423,325
424,326
425,327
426,328
427,329
428,330
429,331
430,332
431,333
432,334
433,335
434,336
435,337
436,338
437,339
438,340
439,341
440,342
441,343
442,344
443,345
444,346
445,347
446,348
447,349
448,350
449,351
450,352
451,353
452,354
453,355
454,356
455,357
456,358
457,359
458,360
459,361
460,362
461,363
462,364
463,365
464,366
465,367
466,368
467,369
468,370
469,371
470,372
471,373
472,374
473,375
474,376
475,377
476,378
477,379
478,380
479,381
480,382
481,383
482,384
483,385
484,386
485,387
486,388
487,389
488,390
489,391
490,392
491,393
492,394
493,395
494,396
495,397
496,398
497,399
498,400
499,401
500,402
501,403
502,404
503,405
504,406
505,407
506,408
507,409
508,410
509,411
510,412
511,413
512,414
513,415
514,416
515,417
516,418
517,419
518,420
519,421
520,422
521,423
522,424
523,425
524,426
525,427
526,428
527,429
528,430
529,431
530,432
531,433
532,434
533,435
534,436
535,437
536,438
537,439
538,440
539,441
540,442
541,443
542,444
543,445
544,446
545,447
546,448
547,449
548,450
549,451
550,452
551,453
552,454
553,455
554,456
555,457
556,458
557,459
558,460
559,461
560,462
561,463
562,464
563,465
564,466
565,467
566,468
567,469
568,470
569,471
570,472
571,473
572,474
573,475
574,476
575,477
576,478
577,479
578,480
579,481
580,482
581,483
582,484
583,485
584,486
585,487
586,488
587,489
588,490
589,491
590,492
591,493
592,494
593,495
594,496
595,497
596,498
597,499
598,500
599,501
600,502
601,503
602,504
603,505
604,506
605,507
606,508
607,509
608,510
609,511
610,512
611,513
612,514
613,515
614,516
615,517
616,518
617,519
618,520
619,521
620,522
621,523
622,524
623,525
624,526
625,527
626,528
627,530
628,531
629,532
630,533
631,534
632,535
633,536
634,537
635,538
636,539
637,540
638,541
639,542
640,543
641,544
642,545
643,546
644,547
645,548
646,549
647,550
648,551
649,552
650,553
651,554
652,555
653,556
654,557
655,558
656,559
657,560
658,561
659,562
660,563
661,564
662,565
663,566
664,567
665,568
666,569
667,570
668,571
669,572
670,573
671,574
672,575
673,576
674,577
675,578
676,579
677,580
678,581
679,582
680,583
681,584
682,585
683,586
684,587
685,588
686,589
687,590
688,591
689,592
690,593
691,594
692,595
693,596
694,597
695,598
696,599
697,600
698,601
699,602
700,603
701,604
702,605
703,606
704,607
